epci_code,EPCI,admin_website_url
200073260,CC Sud Vendée Littoral,
200042653,CC Sud-Hérault,
246600282,CC Sud-Roussillon,
241501055,CC Sumène - Artense,
200066041,CC Sundgau,
200067692,CC Tannay-Brinon-Corbigny,
200034023,CC Tarn-Agout,
241400878,CC Terre d'Auge,
200068682,CC Terre d'Eau,
243000650,CC Terre de Camargue,
200070928,CC Terre de Picardie,
200043693,CC Terre Lorraine du Longuyonnais,
200071538,CC Terres de Bresse,
200069631,CC Terres de Chalosse,
247000821,"CC Terres de Montaigu, Cc Montaigu-Rocheservière",https://terresdemontaigu.geosphere.fr/guichet-unique/Login/Particulier
200070167,CC Terres de Perche,
200041879,CC Terres de Saône,
200066322,CC Terres des Confluences,
200069599,CC Terres du Haut-Berry,
200070563,CC Terres Touloises,
248400285,CC Territoriale Sud-Luberon,
200068534,CC Terroir de Caux,
200067973,CC Thelloise,
200071983,CC Thiérache Sambre et Oise,
200070712,CC Thiers Dore et Montagne,
248100745,CC Thoré Montagne Noire,
200070910,CC Tille et Venelle,
200072981,CC Touraine Ouest Val de Loire,
200072668,CC Touraine Val de Vienne,
200072650,CC Touraine Vallée de l'Indre,https://sve.sirap.fr/#/communesList
200073161,CC Touraine-Est Vallées,
200070852,CC Usses et Rhône,
248400335,CC Vaison Ventoux,
248100497,CC Val 81,
200072874,CC Val Briard,
243500667,CC Val d'Ille-Aubigné,
200043016,CC Val de Charente,
200069748,CC Val de Gâtine,https://gnau-sieds.operis.fr
200072320,CC Val de Gers,
200036549,CC Val de Gray,
243600301,CC Val de l'Indre - Brenne,
240700617,CC Val de Ligne,
200066165,CC Val de Meuse - Voie Sacrée,
200070118,CC Val de Saône Centre,
200065589,CC Val Ès Dunes,
200041465,CC Val Eyrieux,
247300528,CC Val Guiers,
200040798,CC Val Vanoise,
200072064,CC Val-de-Cher-Controis,https://gnau7.operis.fr/valdechercontrois/gnau/
243100773,CC Val'Aïgo,
243400694,CC Vallée de l'Hérault,
200072304,CC Vallée de l'Ubaye - Serre-Ponçon,
200041051,CC Vallée de la Dordogne et Forêt Bessède,
200066330,CC Vallée des Baux-Alpilles (Cc Vba),
200066728,CC Vallées de l'Orne et de l'Odon,
200067759,CC Vallées et Plateau d'Ardenne,
200043990,CC Vallons de Haute-Bretagne Communauté,
200065589,CC Vals de Saintonge,
200071900,CC Vendée Grand Littoral,
200071900,CC Vendée Grand Littoral,
248500563,"CC Vendée, Sèvre, Autise",
248500563,"CC Vendée, Sèvre, Autise",
200035723,CC Ventoux Sud,
200035970,CC Vexin Centre,
200066645,CC Vézère-Monédières-Millesources,
200070043,CC Vienne et Gartempe,
200090561,CC Vierzon-Sologne-Berry,
241300375,CC Xaintrie Val'dordogne,
248900896,CC Yonne Nord,
247600620,CC Yvetot Normandie,
246300701,Clermont Auvergne Métropole,https://urbanisme.clermontmetropole.eu/
244900015,CU Angers Loire Métropole,https://gnau3.operis.fr/angers/gnau/#/
200065597,CU Caen la Mer,caenlamer.geosphere.fr
246100663,CU d'Alençon,
200033579,CU d'Arras,https://gnau25.operis.fr/arras/gnau/#/
245900428,CU de Dunkerque,gnau.dunkerque.fr
200067213,CU du Grand Reims,https://portailprourba.grandreims.fr/guichet-unique/Login/Particulier
200069854,CU du Grand-Poitiers,
200059889,CU Grand Paris Seine et Oise,https://gpseo.fr/article/guichet-numerique-autorisations-durbanisme-gnau
247100290,CU Le Creusot Montceau-les-Mines,https://sig.creusot-montceau.org/intrageo/login.php
200084952,CU Le Havre Seine Métropole,https://www.lehavreseinemetropole.fr/actualites/dematerialisation-des-autorisations-durbanisme-0
247200132,CU Le Mans Métropole,https://gnau11.operis.fr/gnau/#/
248719312,CU Limoges Métropole,
200027183,CU Perpignan Méditerranée Métropole,https://cartads.mairie-perpignan.com/guichet-unique/Login/Particulier
242100410,Dijon Métropole,https://extrageo.metropole-dijon.fr/guichet-unique/Login/Particulier
246700488,Eurométropole de Strasbourg,https://www.strasbourg.eu/guichet-numerique-autorisations-urbanisme-gnau
200046977,Métropole de LYON,https://urbanisme.toodego.com/guichet
245400676,Métropole du Grand Nancy,https://cartads.grandnancy.eu/guichet-au-dia
200054781,Métropole du Grand Paris,
200054781,Métropole du Grand Paris,
200093201,Métropole Européenne de Lille,https://gnau.lillemetropole.fr/gnau/
200069854,Métropole Grenoble-Alpes-Métropole,https://depotdau.grenoblealpesmetropole.fr/gnau/#/
200030195,Métropole Nice Côte d'Azur,https://app.e-permis.fr/
200023414,Métropole Rouen Normandie,https://gnau.metropole-rouen-normandie.fr
248300543,Métropole Toulon-Provence-Méditerranée,https://demarches.toulon.fr/infos_demarches/urbanisme-foncier/la-declaration-prealable-de-travaux/
200039865,Metz Métropole,https://urbanisme.eurometropolemetz.eu/
243400017,Montpellier Méditerranée Métropole,https://gnau32.operis.fr/montpellier/gnau/#/
244400404,Nantes Métropole,https://eservices.nantesmetropole.fr/urbanisme
244500468,Orléans Métropole,https://demarchesurbanisme.orleans-metropole.fr
243500139,Rennes Métropole,https://gnau-rennesmetropole.operis.fr/gnau/
244200770,Saint-Etienne Métropole,https://urbanisme.saint-etienne-metropole.fr/
243100518,Toulouse Métropole,https://metropole.toulouse.fr/demarches/faire-une-demande-dautorisation-durbanisme-toulouse
243700754,Tours Métropole Val de Loire,gnau.tours-metropole.fr/gnau/#/
